Type,Region,Residence _School Type,Service_Type,Year,Coverage,School_age _population,Service_level
sdg,Australia and New Zealand,secondary,Hygiene,2012,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2012,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2012,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2012,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2012,100,4910605,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2012,100,2318928,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2012,100,2167474,Basic service
sdg,Australia and New Zealand,total,Sanitation,2012,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2012,100,424203,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2012,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2012,100,709956,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2012,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2012,100,4200649,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2012,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2012,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2012,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2012,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2012,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2012,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2013,100,4968471,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2013,100,2368110,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2013,100,2163783,Basic service
sdg,Australia and New Zealand,total,Hygiene,2013,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2013,100,436578,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2013,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2013,100,713732,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2013,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2013,100,4254739,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2013,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2013,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2013,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2013,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2013,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2013,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2013,100,4968471,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2013,100,2368110,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2013,100,2163783,Basic service
sdg,Australia and New Zealand,total,Sanitation,2013,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2013,100,436578,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2013,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2013,100,713732,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2013,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2013,100,4254739,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2013,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2013,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2013,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2013,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2013,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2013,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2014,100,5023643,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2014,100,2425299,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2014,100,2155712,Basic service
sdg,Australia and New Zealand,total,Hygiene,2014,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2014,100,442632,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2014,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2014,100,717034,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2014,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2014,100,4306609,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2014,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2014,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2014,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2014,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2014,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2014,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2014,100,5023643,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2014,100,2425299,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2014,100,2155712,Basic service
sdg,Australia and New Zealand,total,Sanitation,2014,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2014,100,442632,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2014,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2014,100,717034,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2014,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2014,100,4306609,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2014,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2014,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2014,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2014,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2014,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2014,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2015,100,5076084,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2015,100,2482905,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2015,100,2148572,Basic service
sdg,Australia and New Zealand,total,Hygiene,2015,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2015,100,444607,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2015,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2015,100,719886,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2015,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2015,100,4356198,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2015,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2015,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2015,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2015,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2015,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2015,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2015,100,5076084,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2015,100,2482905,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2015,100,2148572,Basic service
sdg,Australia and New Zealand,total,Sanitation,2015,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2015,100,444607,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2015,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2015,100,719886,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2015,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2015,100,4356198,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2015,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2015,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2015,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2015,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2015,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2015,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2016,100,5154670,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2016,100,2545153,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2016,100,2163514,Basic service
sdg,Australia and New Zealand,total,Hygiene,2016,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2016,100,446003,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2016,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2016,100,726374,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2016,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2016,100,4428296,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2016,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2016,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2016,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2016,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2016,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2016,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2016,100,5154670,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2016,100,2545153,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2016,100,2163514,Basic service
sdg,Australia and New Zealand,total,Sanitation,2016,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2016,100,446003,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2016,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2016,100,726374,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2016,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2016,100,4428296,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2016,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2016,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2016,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2016,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2016,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2016,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2017,100,5226528,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2017,100,2593638,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2017,100,2187741,Basic service
sdg,Australia and New Zealand,total,Hygiene,2017,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2017,100,445149,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2017,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2017,100,731489,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2017,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2017,100,4495039,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2017,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2017,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2017,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2017,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2017,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2017,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2017,100,5226528,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2017,100,2593638,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2017,100,2187741,Basic service
sdg,Australia and New Zealand,total,Sanitation,2017,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2017,100,445149,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2017,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2017,100,731489,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2017,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2017,100,4495039,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2017,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2017,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2017,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2017,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2017,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2017,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2018,100,5292288,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2018,100,2628434,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2018,100,2219847,Basic service
sdg,Australia and New Zealand,total,Hygiene,2018,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2018,100,444007,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2018,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2018,100,735376,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2018,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2018,100,4556912,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2018,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2018,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2018,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2018,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2018,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2018,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2018,100,5292288,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2018,100,2628434,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2018,100,2219847,Basic service
sdg,Australia and New Zealand,total,Sanitation,2018,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2018,100,444007,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2018,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Sanitation,2018,100,735376,Insufficient data
sdg,Australia and New Zealand,secondary,Sanitation,2018,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Sanitation,2018,100,4556912,Insufficient data
sdg,Australia and New Zealand,total,Sanitation,2018,0,0,Limited service
sdg,Australia and New Zealand,primary,Sanitation,2018,0,0,Limited service
sdg,Australia and New Zealand,secondary,Sanitation,2018,0,0,Limited service
sdg,Australia and New Zealand,total,Sanitation,2018,0,0,No service
sdg,Australia and New Zealand,primary,Sanitation,2018,0,0,No service
sdg,Australia and New Zealand,secondary,Sanitation,2018,0,0,No service
sdg,Australia and New Zealand,total,Hygiene,2019,100,5359616,Basic service
sdg,Australia and New Zealand,primary,Hygiene,2019,100,2651672,Basic service
sdg,Australia and New Zealand,secondary,Hygiene,2019,100,2261216,Basic service
sdg,Australia and New Zealand,total,Hygiene,2019,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Hygiene,2019,100,446728,Insufficient data
sdg,Australia and New Zealand,primary,Hygiene,2019,0,0,Insufficient data
sdg,Australia and New Zealand,rural,Hygiene,2019,100,739104,Insufficient data
sdg,Australia and New Zealand,secondary,Hygiene,2019,0,0,Insufficient data
sdg,Australia and New Zealand,urban,Hygiene,2019,100,4620512,Insufficient data
sdg,Australia and New Zealand,total,Hygiene,2019,0,0,Limited service
sdg,Australia and New Zealand,primary,Hygiene,2019,0,0,Limited service
sdg,Australia and New Zealand,secondary,Hygiene,2019,0,0,Limited service
sdg,Australia and New Zealand,total,Hygiene,2019,0,0,No service
sdg,Australia and New Zealand,primary,Hygiene,2019,0,0,No service
sdg,Australia and New Zealand,secondary,Hygiene,2019,0,0,No service
sdg,Australia and New Zealand,total,Sanitation,2019,100,5359616,Basic service
sdg,Australia and New Zealand,primary,Sanitation,2019,100,2651672,Basic service
sdg,Australia and New Zealand,secondary,Sanitation,2019,100,2261216,Basic service
sdg,Australia and New Zealand,total,Sanitation,2019,0,0,Insufficient data
sdg,Australia and New Zealand,pre_primary,Sanitation,2019,100,446728,Insufficient data
sdg,Australia and New Zealand,primary,Sanitation,2019,0,0,Insufficient data
